Date,Trial Name,File Path,Duration
2023-03-16,trial_2_participant_109_vehicle_python.json,C:/Users/Brett/Documents/RA/fix8/golden_set/EMIP_90/stimulus_vehicle_python/vehicle_python.png,161.60611009597778
