,time_stamp,eye_event,x_cord,y_cord,duration,pupil,x1_cord,y1_cord,amplitude,peak_velocity,trial_id,participant_id,image
0,911727,fixation,16.5,381.4,285,4146,,,,,15,001,../../runtime/images/3505254255594601664.png
1,912012,saccade,18.6,383.6,26,,118.7,372.6,3.29,273.0,15,001,../../runtime/images/3505254255594601664.png
2,912038,fixation,109.5,378.1,168,4151,,,,,15,001,../../runtime/images/3505254255594601664.png
3,912206,saccade,111.3,377.9,25,,193.6,377.3,2.76,225.0,15,001,../../runtime/images/3505254255594601664.png
4,912231,fixation,192.4,381.1,174,4144,,,,,15,001,../../runtime/images/3505254255594601664.png
5,912405,saccade,193.1,385.1,25,,270.4,377.8,2.65,190.0,15,001,../../runtime/images/3505254255594601664.png
6,912430,fixation,268.5,382.2,196,4143,,,,,15,001,../../runtime/images/3505254255594601664.png
7,912626,saccade,267.4,386.0,13,,244.2,385.1,0.8,78.0,15,001,../../runtime/images/3505254255594601664.png
8,912639,fixation,246.0,385.1,143,4145,,,,,15,001,../../runtime/images/3505254255594601664.png
9,912782,saccade,246.7,386.1,21,,192.8,385.7,1.84,167.0,15,001,../../runtime/images/3505254255594601664.png
10,912803,fixation,196.2,385.4,102,4156,,,,,15,001,../../runtime/images/3505254255594601664.png
11,912905,saccade,201.0,380.5,30,,344.7,393.2,4.95,358.0,15,001,../../runtime/images/3505254255594601664.png
12,912935,fixation,336.5,396.7,186,4141,,,,,15,001,../../runtime/images/3505254255594601664.png
13,913121,saccade,337.0,399.6,16,,368.9,396.0,1.11,90.0,15,001,../../runtime/images/3505254255594601664.png
14,913137,fixation,367.9,399.1,146,4134,,,,,15,001,../../runtime/images/3505254255594601664.png
15,913283,saccade,367.5,400.0,25,,449.7,401.6,2.87,243.0,15,001,../../runtime/images/3505254255594601664.png
16,913308,fixation,447.2,400.5,190,4117,,,,,15,001,../../runtime/images/3505254255594601664.png
17,913498,saccade,447.5,404.1,27,,540.0,409.9,3.25,220.0,15,001,../../runtime/images/3505254255594601664.png
18,913525,fixation,537.3,408.0,163,4089,,,,,15,001,../../runtime/images/3505254255594601664.png
19,913688,saccade,537.3,404.7,26,,448.3,403.5,3.12,220.0,15,001,../../runtime/images/3505254255594601664.png
20,913714,fixation,450.9,402.2,198,4116,,,,,15,001,../../runtime/images/3505254255594601664.png
21,913912,saccade,451.7,401.6,30,,572.7,413.7,4.26,285.0,15,001,../../runtime/images/3505254255594601664.png
22,913942,fixation,568.9,406.5,167,4080,,,,,15,001,../../runtime/images/3505254255594601664.png
23,914109,saccade,566.5,405.4,28,,658.6,406.3,3.22,199.0,15,001,../../runtime/images/3505254255594601664.png
24,914137,fixation,661.7,400.7,291,4062,,,,,15,001,../../runtime/images/3505254255594601664.png
25,914428,saccade,668.6,390.7,25,,598.2,393.2,2.46,162.0,15,001,../../runtime/images/3505254255594601664.png
26,914453,fixation,604.1,395.3,204,4100,,,,,15,001,../../runtime/images/3505254255594601664.png
27,914657,saccade,604.5,397.5,31,,760.3,402.2,5.41,350.0,15,001,../../runtime/images/3505254255594601664.png
28,914688,fixation,752.3,399.8,212,4043,,,,,15,001,../../runtime/images/3505254255594601664.png
29,914947,blink,,,106,,,,,,15,001,../../runtime/images/3505254255594601664.png
30,914900,saccade,753.9,418.5,233,,790.4,901.6,12.25,801.0,15,001,../../runtime/images/3505254255594601664.png
31,915133,fixation,768.0,776.8,115,3320,,,,,15,001,../../runtime/images/3505254255594601664.png
32,915248,saccade,756.9,692.0,49,,350.9,673.0,13.77,584.0,15,001,../../runtime/images/3505254255594601664.png
33,915297,fixation,363.7,542.0,276,3878,,,,,15,001,../../runtime/images/3505254255594601664.png
34,915573,saccade,366.8,489.3,28,,447.4,500.6,2.82,217.0,15,001,../../runtime/images/3505254255594601664.png
35,915601,fixation,448.4,473.3,266,3986,,,,,15,001,../../runtime/images/3505254255594601664.png
36,915867,saccade,451.8,460.5,26,,538.9,470.2,3.06,247.0,15,001,../../runtime/images/3505254255594601664.png
37,915893,fixation,532.4,450.3,267,4006,,,,,15,001,../../runtime/images/3505254255594601664.png
38,916160,saccade,527.5,440.6,31,,657.1,448.7,4.54,312.0,15,001,../../runtime/images/3505254255594601664.png
39,916191,fixation,647.2,432.7,527,4013,,,,,15,001,../../runtime/images/3505254255594601664.png
40,916718,saccade,654.5,427.0,19,,702.5,431.8,1.67,161.0,15,001,../../runtime/images/3505254255594601664.png
41,916737,fixation,701.5,423.9,352,4028,,,,,15,001,../../runtime/images/3505254255594601664.png
42,917089,saccade,701.3,423.8,34,,809.0,434.1,3.7,214.0,15,001,../../runtime/images/3505254255594601664.png
43,917123,fixation,800.2,440.0,171,3965,,,,,15,001,../../runtime/images/3505254255594601664.png
44,917347,blink,,,177,,,,,,15,001,../../runtime/images/3505254255594601664.png
45,917294,saccade,798.6,477.8,299,,807.5,929.6,11.3,761.0,15,001,../../runtime/images/3505254255594601664.png
46,917593,fixation,796.5,854.5,91,3261,,,,,15,001,../../runtime/images/3505254255594601664.png
47,917684,saccade,790.1,802.3,21,,734.4,771.0,2.01,161.0,15,001,../../runtime/images/3505254255594601664.png
48,917705,fixation,723.2,621.6,295,3688,,,,,15,001,../../runtime/images/3505254255594601664.png
49,918000,saccade,716.7,565.8,35,,613.8,558.8,3.55,288.0,15,001,../../runtime/images/3505254255594601664.png
50,918035,fixation,616.3,527.6,152,3873,,,,,15,001,../../runtime/images/3505254255594601664.png
