,time_stamp,eye_event,x_cord,y_cord,duration,pupil,x1_cord,y1_cord,amplitude,peak_velocity,trial_id,participant_id,image
0,511426,fixation,299.2,388.8,212,4114,,,,,6,001,../../runtime/images/-8005777751935009053.png
1,511638,saccade,299.4,394.1,39,,51.6,376.3,8.33,430.0,6,001,../../runtime/images/-8005777751935009053.png
2,511677,fixation,71.1,380.8,186,4121,,,,,6,001,../../runtime/images/-8005777751935009053.png
3,511863,saccade,72.9,380.6,16,,44.2,379.2,0.94,96.0,6,001,../../runtime/images/-8005777751935009053.png
4,511879,fixation,45.0,381.0,130,4124,,,,,6,001,../../runtime/images/-8005777751935009053.png
5,512009,saccade,47.1,378.3,24,,132.4,373.9,2.81,197.0,6,001,../../runtime/images/-8005777751935009053.png
6,512033,fixation,137.9,376.0,151,4113,,,,,6,001,../../runtime/images/-8005777751935009053.png
7,512184,saccade,135.8,379.0,25,,222.9,370.8,2.95,236.0,6,001,../../runtime/images/-8005777751935009053.png
8,512209,fixation,223.9,374.9,183,4111,,,,,6,001,../../runtime/images/-8005777751935009053.png
9,512392,saccade,228.4,375.0,19,,278.5,367.4,1.73,151.0,6,001,../../runtime/images/-8005777751935009053.png
10,512411,fixation,285.2,369.9,171,4111,,,,,6,001,../../runtime/images/-8005777751935009053.png
11,512582,saccade,285.5,372.0,25,,200.5,377.1,2.91,251.0,6,001,../../runtime/images/-8005777751935009053.png
12,512607,fixation,206.8,377.1,335,4123,,,,,6,001,../../runtime/images/-8005777751935009053.png
13,512942,saccade,211.0,377.8,23,,276.5,376.2,2.24,185.0,6,001,../../runtime/images/-8005777751935009053.png
14,512965,fixation,273.0,376.6,180,4129,,,,,6,001,../../runtime/images/-8005777751935009053.png
15,513145,saccade,276.3,380.8,27,,390.2,368.4,3.97,314.0,6,001,../../runtime/images/-8005777751935009053.png
16,513172,fixation,385.9,373.6,167,4131,,,,,6,001,../../runtime/images/-8005777751935009053.png
17,513339,saccade,388.2,360.8,45,,405.3,445.3,2.33,159.0,6,001,../../runtime/images/-8005777751935009053.png
18,513384,fixation,409.4,445.6,40,4010,,,,,6,001,../../runtime/images/-8005777751935009053.png
19,513424,saccade,409.8,434.0,27,,522.5,435.4,3.95,311.0,6,001,../../runtime/images/-8005777751935009053.png
20,513451,fixation,520.3,386.7,113,4091,,,,,6,001,../../runtime/images/-8005777751935009053.png
21,513608,blink,,,89,,,,,,6,001,../../runtime/images/-8005777751935009053.png
22,513564,saccade,522.7,375.2,251,,657.0,662.5,8.87,898.0,6,001,../../runtime/images/-8005777751935009053.png
23,513815,fixation,647.1,492.6,294,3899,,,,,6,001,../../runtime/images/-8005777751935009053.png
24,514109,saccade,647.7,417.2,25,,725.4,414.4,2.69,224.0,6,001,../../runtime/images/-8005777751935009053.png
25,514134,fixation,718.7,379.6,264,4059,,,,,6,001,../../runtime/images/-8005777751935009053.png
26,514398,saccade,715.6,360.8,18,,677.1,354.5,1.35,110.0,6,001,../../runtime/images/-8005777751935009053.png
27,514416,fixation,674.3,340.1,226,4120,,,,,6,001,../../runtime/images/-8005777751935009053.png
28,514642,saccade,674.9,335.3,24,,753.6,334.1,2.73,220.0,6,001,../../runtime/images/-8005777751935009053.png
29,514666,fixation,750.5,334.9,73,4087,,,,,6,001,../../runtime/images/-8005777751935009053.png
30,514739,saccade,751.1,333.5,27,,850.9,338.0,3.41,258.0,6,001,../../runtime/images/-8005777751935009053.png
31,514766,fixation,843.0,334.0,280,4045,,,,,6,001,../../runtime/images/-8005777751935009053.png
32,515046,saccade,846.1,329.0,26,,784.2,325.7,2.11,132.0,6,001,../../runtime/images/-8005777751935009053.png
33,515072,fixation,784.3,325.6,205,4074,,,,,6,001,../../runtime/images/-8005777751935009053.png
34,515277,saccade,785.4,323.8,23,,857.6,326.9,2.45,204.0,6,001,../../runtime/images/-8005777751935009053.png
35,515300,fixation,855.5,330.6,624,4038,,,,,6,001,../../runtime/images/-8005777751935009053.png
36,515924,saccade,858.7,330.5,36,,692.3,322.0,5.7,323.0,6,001,../../runtime/images/-8005777751935009053.png
37,515960,fixation,693.2,326.4,373,4115,,,,,6,001,../../runtime/images/-8005777751935009053.png
38,516333,saccade,691.7,327.7,28,,581.8,316.9,3.86,273.0,6,001,../../runtime/images/-8005777751935009053.png
39,516361,fixation,578.6,343.8,1121,4119,,,,,6,001,../../runtime/images/-8005777751935009053.png
