,time_stamp,eye_event,x_cord,y_cord,duration,pupil,x1_cord,y1_cord,amplitude,peak_velocity,trial_id,participant_id,image
0,342844,fixation,45.0,355.2,225,4196,,,,,3,001,../../runtime/images/-8430727859316488961.png
1,343069,saccade,36.5,339.6,21,,83.1,358.8,1.6,131.0,3,001,../../runtime/images/-8430727859316488961.png
2,343090,fixation,83.1,371.5,164,4219,,,,,3,001,../../runtime/images/-8430727859316488961.png
3,343254,saccade,85.5,376.3,26,,176.5,371.6,3.04,235.0,3,001,../../runtime/images/-8430727859316488961.png
4,343280,fixation,170.0,393.0,233,4171,,,,,3,001,../../runtime/images/-8430727859316488961.png
5,343513,saccade,168.6,398.4,25,,251.1,390.2,2.81,232.0,3,001,../../runtime/images/-8430727859316488961.png
6,343538,fixation,250.9,400.0,434,4161,,,,,3,001,../../runtime/images/-8430727859316488961.png
7,343972,saccade,254.3,405.3,24,,204.2,397.2,1.72,128.0,3,001,../../runtime/images/-8430727859316488961.png
8,343996,fixation,206.5,399.6,174,4151,,,,,3,001,../../runtime/images/-8430727859316488961.png
9,344170,saccade,206.5,401.1,23,,272.5,398.5,2.26,184.0,3,001,../../runtime/images/-8430727859316488961.png
10,344193,fixation,272.9,401.1,175,4147,,,,,3,001,../../runtime/images/-8430727859316488961.png
11,344368,saccade,273.5,402.2,24,,346.1,393.7,2.52,195.0,3,001,../../runtime/images/-8430727859316488961.png
12,344392,fixation,351.7,399.2,267,4145,,,,,3,001,../../runtime/images/-8430727859316488961.png
13,344659,saccade,352.9,401.4,28,,457.6,395.1,3.66,240.0,3,001,../../runtime/images/-8430727859316488961.png
14,344687,fixation,452.1,401.3,216,4130,,,,,3,001,../../runtime/images/-8430727859316488961.png
15,344903,saccade,453.9,403.2,28,,572.9,382.3,4.21,292.0,3,001,../../runtime/images/-8430727859316488961.png
16,344931,fixation,573.6,388.8,289,4108,,,,,3,001,../../runtime/images/-8430727859316488961.png
17,345220,saccade,575.1,389.1,27,,663.1,375.2,3.1,229.0,3,001,../../runtime/images/-8430727859316488961.png
18,345247,fixation,660.8,384.1,359,4091,,,,,3,001,../../runtime/images/-8430727859316488961.png
19,345606,saccade,661.7,383.9,56,,99.8,372.5,19.08,659.0,3,001,../../runtime/images/-8430727859316488961.png
20,345662,fixation,103.1,401.8,191,4174,,,,,3,001,../../runtime/images/-8430727859316488961.png
21,345853,saccade,106.5,411.2,22,,51.8,401.0,1.82,144.0,3,001,../../runtime/images/-8430727859316488961.png
22,345875,fixation,56.8,405.2,285,4180,,,,,3,001,../../runtime/images/-8430727859316488961.png
23,346160,saccade,59.7,406.9,26,,157.3,395.5,3.25,275.0,3,001,../../runtime/images/-8430727859316488961.png
24,346186,fixation,154.1,398.3,83,4178,,,,,3,001,../../runtime/images/-8430727859316488961.png
25,346321,blink,,,87,,,,,,3,001,../../runtime/images/-8430727859316488961.png
26,346269,saccade,157.1,392.9,167,,227.2,1138.3,18.15,845.0,3,001,../../runtime/images/-8430727859316488961.png
