,time_stamp,eye_event,x_cord,y_cord,duration,pupil,x1_cord,y1_cord,amplitude,peak_velocity,trial_id,participant_id,image
0,600349,fixation,75.3,374.3,266,4090,,,,,8,001,../../runtime/images/8178455215069693319.png
1,600615,saccade,78.8,373.0,11,,97.2,374.0,0.61,63.0,8,001,../../runtime/images/8178455215069693319.png
2,600626,fixation,96.8,371.7,110,4104,,,,,8,001,../../runtime/images/8178455215069693319.png
3,600736,saccade,95.1,371.6,28,,194.0,366.7,3.31,256.0,8,001,../../runtime/images/8178455215069693319.png
4,600764,fixation,191.2,369.3,119,4102,,,,,8,001,../../runtime/images/8178455215069693319.png
5,600883,saccade,191.0,373.2,27,,285.0,369.8,3.21,231.0,8,001,../../runtime/images/8178455215069693319.png
6,600910,fixation,283.8,371.6,222,4103,,,,,8,001,../../runtime/images/8178455215069693319.png
7,601132,saccade,284.5,372.5,20,,236.7,372.5,1.64,130.0,8,001,../../runtime/images/8178455215069693319.png
8,601152,fixation,239.2,374.1,225,4111,,,,,8,001,../../runtime/images/8178455215069693319.png
9,601377,saccade,242.5,376.9,24,,307.7,370.5,2.25,184.0,8,001,../../runtime/images/8178455215069693319.png
10,601401,fixation,310.0,371.3,171,4119,,,,,8,001,../../runtime/images/8178455215069693319.png
11,601572,saccade,311.6,371.2,26,,396.1,364.9,2.94,238.0,8,001,../../runtime/images/8178455215069693319.png
12,601598,fixation,393.5,369.2,164,4116,,,,,8,001,../../runtime/images/8178455215069693319.png
13,601762,saccade,393.7,372.2,25,,481.4,363.8,3.09,238.0,8,001,../../runtime/images/8178455215069693319.png
14,601787,fixation,480.1,367.0,304,4103,,,,,8,001,../../runtime/images/8178455215069693319.png
15,602091,saccade,480.4,366.4,28,,606.6,341.1,4.49,330.0,8,001,../../runtime/images/8178455215069693319.png
16,602119,fixation,607.0,341.5,343,4094,,,,,8,001,../../runtime/images/8178455215069693319.png
17,602462,saccade,611.1,343.5,20,,565.4,351.2,1.62,148.0,8,001,../../runtime/images/8178455215069693319.png
18,602482,fixation,567.7,355.2,333,4093,,,,,8,001,../../runtime/images/8178455215069693319.png
19,602815,saccade,568.8,359.4,27,,485.1,358.6,2.94,210.0,8,001,../../runtime/images/8178455215069693319.png
20,602842,fixation,492.6,366.4,206,4100,,,,,8,001,../../runtime/images/8178455215069693319.png
21,603048,saccade,491.4,367.4,27,,586.7,342.1,3.42,258.0,8,001,../../runtime/images/8178455215069693319.png
22,603075,fixation,586.1,340.2,105,4112,,,,,8,001,../../runtime/images/8178455215069693319.png
23,603229,blink,,,164,,,,,,8,001,../../runtime/images/8178455215069693319.png
24,603180,saccade,586.8,334.8,304,,642.0,614.0,7.61,856.0,8,001,../../runtime/images/8178455215069693319.png
25,603484,fixation,636.2,529.9,132,3794,,,,,8,001,../../runtime/images/8178455215069693319.png
26,603680,blink,,,792,,,,,,8,001,../../runtime/images/8178455215069693319.png
27,603616,saccade,636.7,518.5,933,,606.8,560.4,1.51,742.0,8,001,../../runtime/images/8178455215069693319.png
28,604549,fixation,594.6,437.6,264,3984,,,,,8,001,../../runtime/images/8178455215069693319.png
