,time_stamp,eye_event,x_cord,y_cord,duration,pupil,x1_cord,y1_cord,amplitude,peak_velocity,trial_id,participant_id,image
0,204670,fixation,12.0,387.5,272,4173,,,,,2,001,../../runtime/images/5667346413132987794.png
1,204942,saccade,8.1,388.9,25,,96.5,382.7,2.88,243.0,2,001,../../runtime/images/5667346413132987794.png
2,204967,fixation,92.3,382.6,145,4170,,,,,2,001,../../runtime/images/5667346413132987794.png
3,205112,saccade,91.1,383.1,25,,168.7,378.2,2.59,202.0,2,001,../../runtime/images/5667346413132987794.png
4,205137,fixation,168.0,383.6,234,4155,,,,,2,001,../../runtime/images/5667346413132987794.png
5,205371,saccade,170.2,386.1,11,,188.6,383.9,0.62,68.0,2,001,../../runtime/images/5667346413132987794.png
6,205382,fixation,189.3,384.2,244,4151,,,,,2,001,../../runtime/images/5667346413132987794.png
7,205626,saccade,194.2,387.6,28,,301.9,384.5,3.69,276.0,2,001,../../runtime/images/5667346413132987794.png
8,205654,fixation,298.2,385.5,331,4144,,,,,2,001,../../runtime/images/5667346413132987794.png
9,205985,saccade,299.5,385.7,22,,354.7,381.6,1.92,157.0,2,001,../../runtime/images/5667346413132987794.png
10,206007,fixation,352.4,383.8,81,4129,,,,,2,001,../../runtime/images/5667346413132987794.png
11,206088,saccade,352.1,386.4,26,,434.6,384.4,2.89,213.0,2,001,../../runtime/images/5667346413132987794.png
12,206114,fixation,427.2,386.7,452,4124,,,,,2,001,../../runtime/images/5667346413132987794.png
13,206566,saccade,426.8,388.3,27,,512.4,386.1,3.01,207.0,2,001,../../runtime/images/5667346413132987794.png
14,206593,fixation,510.0,387.0,184,4113,,,,,2,001,../../runtime/images/5667346413132987794.png
15,206777,saccade,510.9,386.1,24,,456.2,386.9,1.92,122.0,2,001,../../runtime/images/5667346413132987794.png
16,206801,fixation,461.9,387.1,107,4122,,,,,2,001,../../runtime/images/5667346413132987794.png
17,206908,saccade,463.3,387.2,27,,380.5,384.1,2.9,228.0,2,001,../../runtime/images/5667346413132987794.png
18,206935,fixation,390.0,384.9,214,4137,,,,,2,001,../../runtime/images/5667346413132987794.png
19,207149,saccade,393.1,385.2,26,,495.4,381.8,3.59,294.0,2,001,../../runtime/images/5667346413132987794.png
20,207175,fixation,493.2,383.5,294,4119,,,,,2,001,../../runtime/images/5667346413132987794.png
21,207469,saccade,496.6,385.0,24,,572.6,382.8,2.67,218.0,2,001,../../runtime/images/5667346413132987794.png
22,207493,fixation,575.3,383.7,198,4108,,,,,2,001,../../runtime/images/5667346413132987794.png
23,207749,blink,,,35,,,,,,2,001,../../runtime/images/5667346413132987794.png
24,207691,saccade,576.2,378.2,181,,535.5,586.9,5.7,743.0,2,001,../../runtime/images/5667346413132987794.png
25,207872,fixation,538.6,508.2,85,3898,,,,,2,001,../../runtime/images/5667346413132987794.png
26,207999,blink,,,88,,,,,,2,001,../../runtime/images/5667346413132987794.png
27,207957,saccade,537.4,477.7,227,,552.6,600.7,3.28,815.0,2,001,../../runtime/images/5667346413132987794.png
28,208184,fixation,551.2,389.8,501,4096,,,,,2,001,../../runtime/images/5667346413132987794.png
