,time_stamp,eye_event,x_cord,y_cord,duration,pupil,x1_cord,y1_cord,amplitude,peak_velocity,trial_id,participant_id,image
0,563701,fixation,23.4,389.7,244,4183,,,,,7,001,../../runtime/images/-2683174645433713120.png
1,563945,saccade,27.5,388.2,27,,131.0,387.5,3.4,269.0,7,001,../../runtime/images/-2683174645433713120.png
2,563972,fixation,130.3,391.2,277,4178,,,,,7,001,../../runtime/images/-2683174645433713120.png
3,564249,saccade,137.3,394.7,30,,242.3,386.4,3.56,228.0,7,001,../../runtime/images/-2683174645433713120.png
4,564279,fixation,235.8,383.4,287,4184,,,,,7,001,../../runtime/images/-2683174645433713120.png
5,564566,saccade,232.5,380.3,18,,200.2,387.9,1.12,115.0,7,001,../../runtime/images/-2683174645433713120.png
6,564584,fixation,207.1,386.2,232,4206,,,,,7,001,../../runtime/images/-2683174645433713120.png
7,564816,saccade,209.8,383.6,26,,289.6,381.7,2.73,236.0,7,001,../../runtime/images/-2683174645433713120.png
8,564842,fixation,289.5,382.7,123,4206,,,,,7,001,../../runtime/images/-2683174645433713120.png
9,564965,saccade,293.2,378.7,23,,361.5,379.7,2.37,226.0,7,001,../../runtime/images/-2683174645433713120.png
10,564988,fixation,357.4,377.5,196,4199,,,,,7,001,../../runtime/images/-2683174645433713120.png
11,565184,saccade,356.4,377.8,28,,439.2,364.7,2.92,214.0,7,001,../../runtime/images/-2683174645433713120.png
12,565212,fixation,439.1,363.8,203,4214,,,,,7,001,../../runtime/images/-2683174645433713120.png
13,565415,saccade,440.5,361.5,27,,548.2,359.1,3.79,280.0,7,001,../../runtime/images/-2683174645433713120.png
14,565442,fixation,547.9,360.5,216,4205,,,,,7,001,../../runtime/images/-2683174645433713120.png
15,565658,saccade,548.1,359.2,19,,506.9,363.6,1.46,156.0,7,001,../../runtime/images/-2683174645433713120.png
16,565677,fixation,509.0,365.9,58,4218,,,,,7,001,../../runtime/images/-2683174645433713120.png
17,565780,blink,,,77,,,,,,7,001,../../runtime/images/-2683174645433713120.png
18,565735,saccade,513.3,373.5,207,,496.4,776.3,10.48,871.0,7,001,../../runtime/images/-2683174645433713120.png
19,565942,fixation,487.5,610.5,178,3762,,,,,7,001,../../runtime/images/-2683174645433713120.png
20,566120,saccade,479.9,519.2,20,,525.4,521.1,1.59,128.0,7,001,../../runtime/images/-2683174645433713120.png
21,566140,fixation,523.9,448.1,656,4074,,,,,7,001,../../runtime/images/-2683174645433713120.png
22,566862,blink,,,56,,,,,,7,001,../../runtime/images/-2683174645433713120.png
23,566796,saccade,529.3,469.3,225,,529.8,725.5,6.67,635.0,7,001,../../runtime/images/-2683174645433713120.png
24,567021,fixation,520.8,594.7,154,3806,,,,,7,001,../../runtime/images/-2683174645433713120.png
