,time_stamp,eye_event,x_cord,y_cord,duration,pupil,x1_cord,y1_cord,amplitude,peak_velocity,trial_id,participant_id,image
0,473993,fixation,20.8,396.0,235,4150,,,,,5,001,../../runtime/images/7818276589008410372.png
1,474228,saccade,21.4,403.1,24,,106.2,390.6,2.79,220.0,5,001,../../runtime/images/7818276589008410372.png
2,474252,fixation,106.8,394.5,129,4161,,,,,5,001,../../runtime/images/7818276589008410372.png
3,474381,saccade,106.6,398.6,21,,167.3,389.1,2.04,189.0,5,001,../../runtime/images/7818276589008410372.png
4,474402,fixation,167.8,389.8,174,4177,,,,,5,001,../../runtime/images/7818276589008410372.png
5,474576,saccade,168.8,394.0,24,,228.8,375.9,2.09,173.0,5,001,../../runtime/images/7818276589008410372.png
6,474600,fixation,229.2,377.2,185,4192,,,,,5,001,../../runtime/images/7818276589008410372.png
7,474785,saccade,227.4,376.7,27,,307.1,368.3,2.75,178.0,5,001,../../runtime/images/7818276589008410372.png
8,474812,fixation,304.7,365.1,338,4214,,,,,5,001,../../runtime/images/7818276589008410372.png
9,475150,saccade,306.0,367.7,18,,270.0,364.1,1.25,91.0,5,001,../../runtime/images/7818276589008410372.png
10,475168,fixation,272.2,365.0,239,4239,,,,,5,001,../../runtime/images/7818276589008410372.png
11,475407,saccade,277.2,367.7,27,,362.9,350.3,3.01,233.0,5,001,../../runtime/images/7818276589008410372.png
12,475434,fixation,362.2,352.3,406,4248,,,,,5,001,../../runtime/images/7818276589008410372.png
13,475840,saccade,367.3,354.1,19,,410.8,350.3,1.53,116.0,5,001,../../runtime/images/7818276589008410372.png
14,475859,fixation,411.3,349.9,151,4251,,,,,5,001,../../runtime/images/7818276589008410372.png
15,476060,blink,,,108,,,,,,5,001,../../runtime/images/7818276589008410372.png
16,476010,saccade,412.0,359.3,240,,312.3,708.4,9.73,809.0,5,001,../../runtime/images/7818276589008410372.png
17,476250,fixation,299.1,596.8,105,3853,,,,,5,001,../../runtime/images/7818276589008410372.png
18,476355,saccade,295.6,526.9,29,,217.2,503.3,2.75,178.0,5,001,../../runtime/images/7818276589008410372.png
19,476384,fixation,222.1,425.2,387,4165,,,,,5,001,../../runtime/images/7818276589008410372.png
20,476771,saccade,218.8,396.0,23,,168.0,398.4,1.72,166.0,5,001,../../runtime/images/7818276589008410372.png
21,476794,fixation,176.1,383.8,258,4241,,,,,5,001,../../runtime/images/7818276589008410372.png
22,477052,saccade,180.3,375.9,28,,76.6,377.0,3.45,239.0,5,001,../../runtime/images/7818276589008410372.png
23,477080,fixation,77.3,379.5,214,4223,,,,,5,001,../../runtime/images/7818276589008410372.png
24,477294,saccade,76.3,380.1,30,,191.0,366.3,3.84,256.0,5,001,../../runtime/images/7818276589008410372.png
25,477324,fixation,183.3,365.8,106,4210,,,,,5,001,../../runtime/images/7818276589008410372.png
26,477430,saccade,182.5,367.9,38,,355.8,355.9,5.95,432.0,5,001,../../runtime/images/7818276589008410372.png
