Date,Trial Name,File Path,Duration
2023-03-13,trial_2_participant_107_rectangle_java.json,C:/Users/nsser/OneDrive/Desktop/Research/Fix8-repo/golden_set/EMIP_90/stimulus_rectangle_java/rectangle_java.png,823.6685242652893
