,time_stamp,eye_event,x_cord,y_cord,duration,pupil,x1_cord,y1_cord,amplitude,peak_velocity,trial_id,participant_id,image
0,178149,fixation,163.8,387.2,104,4163,,,,,1,001,../../runtime/images/1706913863030379050.png
1,178253,saccade,163.7,386.0,26,,73.3,391.5,3.01,235.0,1,001,../../runtime/images/1706913863030379050.png
2,178279,fixation,83.4,388.9,119,4170,,,,,1,001,../../runtime/images/1706913863030379050.png
3,178398,saccade,88.7,388.4,30,,-4.7,375.7,3.05,188.0,1,001,../../runtime/images/1706913863030379050.png
4,178428,fixation,5.5,375.1,125,4181,,,,,1,001,../../runtime/images/1706913863030379050.png
5,178553,saccade,9.5,376.7,21,,66.5,370.0,1.86,162.0,1,001,../../runtime/images/1706913863030379050.png
6,178574,fixation,66.9,369.9,87,4185,,,,,1,001,../../runtime/images/1706913863030379050.png
7,178661,saccade,66.2,373.8,24,,140.1,366.0,2.46,184.0,1,001,../../runtime/images/1706913863030379050.png
8,178685,fixation,136.7,367.1,167,4186,,,,,1,001,../../runtime/images/1706913863030379050.png
9,178852,saccade,135.2,365.3,25,,208.3,361.5,2.47,181.0,1,001,../../runtime/images/1706913863030379050.png
10,178877,fixation,206.4,365.2,186,4181,,,,,1,001,../../runtime/images/1706913863030379050.png
11,179063,saccade,206.0,368.3,27,,302.1,366.2,3.3,226.0,1,001,../../runtime/images/1706913863030379050.png
12,179090,fixation,298.5,367.2,219,4193,,,,,1,001,../../runtime/images/1706913863030379050.png
13,179309,saccade,298.7,369.0,27,,370.0,350.5,2.53,169.0,1,001,../../runtime/images/1706913863030379050.png
14,179336,fixation,368.8,356.5,233,4186,,,,,1,001,../../runtime/images/1706913863030379050.png
15,179569,saccade,368.4,359.2,16,,340.1,364.8,1.0,76.0,1,001,../../runtime/images/1706913863030379050.png
16,179585,fixation,339.5,368.7,130,4198,,,,,1,001,../../runtime/images/1706913863030379050.png
17,179715,saccade,341.4,369.2,30,,487.1,355.1,5.12,412.0,1,001,../../runtime/images/1706913863030379050.png
18,179745,fixation,486.0,357.8,246,4165,,,,,1,001,../../runtime/images/1706913863030379050.png
19,179991,saccade,490.8,357.3,23,,432.3,348.5,2.07,191.0,1,001,../../runtime/images/1706913863030379050.png
20,180014,fixation,433.6,353.9,125,4169,,,,,1,001,../../runtime/images/1706913863030379050.png
21,180139,saccade,436.9,349.8,131,,504.4,603.3,7.11,603.0,1,001,../../runtime/images/1706913863030379050.png
22,180270,fixation,498.6,490.2,115,3970,,,,,1,001,../../runtime/images/1706913863030379050.png
23,180385,saccade,494.4,429.9,28,,595.2,408.7,3.58,231.0,1,001,../../runtime/images/1706913863030379050.png
24,180413,fixation,582.9,351.5,323,4150,,,,,1,001,../../runtime/images/1706913863030379050.png
